k5,entropy,total,n,stress,bb,workout
1787233200000,0.6441932625253278,6402,9,83.0,65.0,False
1787233500000,0.641495980301876,7294,10,74.0,64.0,False
1787233800000,0.7181837694481281,4947,10,77.0,62.0,False
1787234100000,0.8938458565789954,8301,10,74.0,62.0,False
1787234400000,0.3208448147036357,9849,10,72.0,61.0,False
1787234700000,0.9897865329721777,7209,10,69.0,60.0,False
1787235000000,1.0093256039577894,4877,10,64.0,59.0,False
1787235300000,0.833778385212436,3095,9,49.0,58.0,False
1787235600000,0.742743114674484,2862,7,46.0,58.0,False
1787235900000,0.5850444340473386,5082,10,41.0,58.0,False
1787236200000,0.723906267396986,2224,8,52.0,57.0,False
1787236500000,0.6759614916321887,4068,6,62.0,56.0,False
1787236800000,0.8708238024207785,1635,4,50.0,56.0,False
1787237100000,0.5570309308830066,2591,8,32.0,55.0,False
1787237400000,0.05924838320535124,267,5,32.0,55.0,False
1787237700000,0.5954283551319753,4272,10,44.0,55.0,False
1787238000000,0.9252169606201648,7450,10,34.0,55.0,False
1787238300000,0.4555640429412393,2243,10,40.0,54.0,False
1787238600000,0.4699541664943262,2077,10,24.0,54.0,False
1787238900000,0.9358276316538017,3816,10,28.0,54.0,False
1787239200000,0.47863671102383715,1637,10,30.0,53.0,False
1787239500000,0.989408092439501,3096,9,24.0,53.0,False
1787239800000,0.7373122792300426,4069,10,24.0,53.0,False
1787240100000,0.39158508784336277,1796,5,24.0,53.0,False
1787240400000,0.6827179246987974,4004,10,25.0,53.0,False
1787240700000,0.9573120215340938,4865,10,26.0,52.0,False
1787241000000,0.8117551172759754,3008,10,26.0,52.0,False
1787241300000,0.8351956870651952,5174,10,23.0,52.0,False
1787241600000,0.7348886054426643,8842,10,26.0,52.0,False
1787241900000,0.8502753334650576,9370,10,28.0,52.0,False
1787242200000,0.6448057827174913,4735,10,26.0,52.0,False
1787242500000,0.947020450244562,4607,10,32.0,51.0,False
1787242800000,1.018726822417824,4160,10,25.0,50.0,False
1787243100000,0.7156585413872234,7933,10,25.0,50.0,False
1787243400000,0.7176890769808987,6905,10,35.0,50.0,False
1787243700000,0.6940842919745334,7577,10,34.0,50.0,False
1787244000000,0.9395828763982397,4826,10,31.0,50.0,False
1787244300000,0.8812067402359416,6709,10,36.0,49.0,False
1787244600000,0.9058766334660179,6584,10,28.0,48.0,False
1787244900000,1.0728793147676317,5811,10,47.0,48.0,False
1787245200000,0.741731705404027,4276,10,33.0,48.0,False
1787245500000,0.5129018978009025,3935,10,29.0,48.0,False
1787245800000,0.7250831872401071,2782,10,32.0,48.0,False
1787246100000,0.7552831827835891,2584,9,26.0,47.0,False
1787246400000,0.8095608126821642,2344,7,30.0,47.0,False
1787250600000,1.0285844227572483,2444,5,36.0,41.0,False
1787250900000,0.7053387865461065,9675,10,39.0,41.0,False
1787251200000,1.0233821145003208,6646,10,38.0,41.0,False
1787251500000,0.7409589171076207,4964,10,42.0,40.0,False
1787251800000,0.2356536481983215,6719,10,44.0,40.0,False
1787252100000,0.2197624500424859,10952,10,46.0,40.0,False
1787252400000,0.5249767732992676,6109,10,43.0,40.0,False
1787252700000,0.3029614541995256,1341,6,55.0,39.0,False
1787253000000,0.7545058711849969,7731,10,26.0,39.0,False
1787253300000,1.016821884618351,6295,10,30.0,38.0,False
1787253600000,0.6778149476725456,3444,10,26.0,38.0,False
1787253900000,0.7263424525344011,3032,10,28.0,38.0,False
1787254200000,0.7461590542455939,5126,9,40.0,38.0,False
1787254500000,0.7372637968384274,3583,10,37.0,37.0,False
1787254800000,0.8239023291065287,2546,10,30.0,37.0,False
1787263500000,0.7172849323090024,4360,8,72.0,26.0,False
1787263800000,0.853027851818124,2454,9,67.0,26.0,False
1787264100000,0.6212874181445981,3618,7,64.0,26.0,False
1787264400000,0.5111857257397284,3387,8,55.0,25.0,False
1787264700000,0.28722639933640026,3931,8,44.0,25.0,False
1787267100000,1.0743643040617248,1240,2,49.0,23.0,False
1787268300000,0.5935405465644464,1811,6,21.0,23.0,False
1787268600000,0.8929197901894111,7400,9,19.0,22.0,False
1787268900000,0.6487225642602236,2895,4,18.0,22.0,False
1787269500000,0.8201963571154555,353,3,22.0,22.0,False
1787269800000,0.6334590475574291,175,1,47.0,22.0,False
1787271900000,0.9513144742975987,3228,4,24.0,22.0,False
1787272200000,0.49287354362020136,3697,6,17.0,22.0,False
1787272500000,0.521136916559005,1038,4,21.0,22.0,False
1787272800000,0.6793317937547338,7330,10,22.0,22.0,False
1787273100000,0.6788706838900153,5853,9,18.0,21.0,False
1787273400000,0.5940379231477763,4592,8,22.0,21.0,False
1787273700000,0.7563196487933064,4101,5,17.0,21.0,False
1787313900000,0.3525284458724897,613,4,80.0,90.0,False
1787321700000,0.9180592992154174,507,2,79.0,76.0,False
1787322000000,0.5294618464331914,2759,8,66.0,75.0,False
1787322600000,0.3459156996315395,537,1,70.0,74.0,False
1787322900000,0.7710787194096929,7134,10,68.0,72.0,False
1787323200000,0.630533649447764,7298,10,61.0,72.0,False
1787323500000,0.5271951469790251,3869,7,66.0,70.0,False
1787323800000,0.8052985644229593,9664,10,61.0,70.0,False
1787324100000,0.7048302495287877,4538,9,73.0,69.0,False
1787324400000,0.8338563240435332,5781,9,57.0,68.0,False
1787324700000,0.7193524451130064,5749,10,58.0,68.0,False
1787325000000,0.3371389463935258,5228,10,52.0,67.0,False
1787325300000,0.6859514705725188,10070,10,56.0,66.0,False
1787325600000,1.0194877741816781,9519,10,65.0,66.0,False
1787325900000,1.0601312689361957,8464,10,62.0,65.0,False
1787326200000,0.8058092993625557,3626,8,77.0,64.0,False
1787326500000,0.6214467543525676,1366,3,53.0,64.0,False
1787326800000,0.23677061947062614,4505,10,46.0,63.0,False
1787327100000,0.7099981212621802,3413,10,65.0,63.0,False
1787327400000,0.4308515422800309,2643,10,66.0,62.0,False
1787327700000,0.6051458752418963,4672,10,49.0,62.0,False
1787328000000,0.6671135784624355,5092,10,60.0,61.0,False
1787328300000,0.05937064407779635,10122,10,50.0,60.0,False
1787328600000,0.2390550945699781,7546,10,70.0,60.0,False
1787328900000,0.4215854423394365,1738,10,60.0,59.0,False
1787329200000,0.6936057840656544,2057,8,46.0,58.0,False
1787329500000,1.115497739844399,6618,10,55.0,58.0,False
1787329800000,0.8350365050627516,7229,10,55.0,58.0,False
1787330100000,0.943553079911346,3940,9,64.0,57.0,False
1787330400000,0.9709584895164274,5548,8,46.0,56.0,False
1787330700000,0.8564259918811289,2959,6,33.0,56.0,False
1787331000000,0.43427003152911564,607,4,56.0,56.0,False
1787331600000,0.9863104168487907,5232,9,34.0,55.0,False
1787337000000,0.8595518266328086,2602,4,56.0,47.0,False
1787337300000,0.8060724362553513,3122,10,59.0,46.0,False
1787337600000,1.0759569911798175,4685,10,58.0,46.0,False
1787337900000,0.40234969443481605,2043,10,64.0,46.0,False
1787338200000,0.7197253705753874,3740,10,60.0,45.0,False
1787338500000,1.2687645727840846,1603,4,47.0,45.0,False
1787338800000,0.7128817291796821,7133,9,46.0,45.0,False
1787339100000,0.37552290420074763,1488,5,56.0,44.0,False
1787340600000,0.0,88,1,60.0,42.0,False
1787341800000,0.22842415125606286,425,1,55.0,41.0,False
1787342100000,0.6974304239883344,3368,9,49.0,41.0,False
1787342400000,0.5290671643615962,4086,8,24.0,40.0,False
1787342700000,0.5494414576895585,3519,9,30.0,40.0,False
1787343000000,0.6644649654862513,4091,10,20.0,40.0,False
1787343300000,0.6518831316432437,9258,10,28.0,40.0,False
1787343600000,0.5986485811870054,3222,10,24.0,40.0,False
1787343900000,0.5201689253391937,3688,10,35.0,40.0,False
1787344200000,0.785146476711741,4247,10,23.0,40.0,False
1787344500000,0.6867676230286515,4822,9,23.0,39.0,False
1787344800000,0.405969439888363,3181,10,19.0,39.0,False
1787345100000,0.5421502677360068,3633,10,22.0,39.0,False
1787345400000,0.49234568976663856,3421,10,24.0,39.0,False
1787345700000,0.2108263004462078,3809,10,24.0,39.0,False
1787346000000,0.5755585331356052,3703,10,24.0,39.0,False
1787346300000,0.5665473967860828,1361,10,24.0,39.0,False
1787346600000,0.9299378527456996,4817,10,30.0,39.0,False
1787346900000,0.1037850671146143,1135,10,28.0,39.0,False
1787347200000,0.5576568233721619,5150,10,27.0,38.0,False
1787347500000,0.14800669780515613,9915,10,47.0,38.0,False
1787347800000,0.32691356842494973,4300,9,34.0,38.0,False
1787348100000,0.6194757786797183,1494,5,22.0,38.0,False
1787348400000,1.2589599665114821,3793,10,42.0,38.0,False
1787349000000,0.5898827633853189,616,2,61.0,37.0,False
1787349600000,1.4023865487060834,292,1,42.0,36.0,False
1787349900000,0.519163418421849,165,2,31.0,36.0,False
1787355000000,0.0,2,1,39.0,31.0,False
1787430300000,0.851855389190052,5337,8,46.0,42.0,False
1787430600000,0.5728355323214763,6101,8,52.0,41.0,False
1787430900000,0.4283903474628108,7632,10,60.0,40.0,False
1787431200000,0.45144690554391453,4641,9,49.0,40.0,False
1787431500000,0.5510224251492942,4168,10,51.0,40.0,False
1787431800000,0.6845727855664083,6279,8,50.0,40.0,False
1787432100000,1.110192888562129,4745,8,50.0,39.0,False
1787432400000,0.0,353,2,46.0,39.0,False
1787432700000,0.5300901949235718,2740,10,58.0,39.0,False
1787433000000,0.5624546719180863,4007,10,31.0,39.0,False
1787433300000,0.4937461385345322,3015,9,28.0,39.0,False
1787433600000,0.7903094746722057,3561,9,34.0,38.0,False
1787433900000,0.801444922265467,3302,9,45.0,38.0,False
1787434200000,0.5626058934426519,614,6,41.0,37.0,False
1787434500000,0.8872847061733194,6453,10,44.0,37.0,False
1787434800000,0.9732823035880817,7092,10,50.0,37.0,False
1787435100000,0.6243772326629611,4572,10,32.0,37.0,False
1787435400000,0.8622205114426512,3079,7,39.0,36.0,False
1787435700000,0.0,524,3,24.0,36.0,False
1787436000000,0.7904208914051729,2272,9,50.0,36.0,False
1787436300000,0.8891708109542316,4534,9,29.0,35.0,False
1787436600000,0.967774212715962,2463,5,55.0,35.0,False
1787436900000,0.9393007443040703,5074,8,28.0,35.0,False
1787437200000,1.0900893665080278,9142,10,24.0,35.0,False
1787437500000,0.7969057513688707,8345,10,28.0,35.0,False
1787437800000,1.1287066790967026,6653,9,30.0,35.0,False
1787438100000,0.7144463879775428,6093,10,24.0,34.0,False
1787438400000,0.7736902355258302,6591,10,21.0,34.0,False
1787438700000,0.8540390082344086,3451,10,22.0,34.0,False
1787439000000,0.5792467019704997,3754,10,23.0,34.0,False
1787439300000,0.5879117364253812,4368,10,26.0,34.0,False
1787439600000,0.9712370955021038,4563,10,22.0,34.0,False
1787439900000,0.5983056198222415,8018,10,20.0,34.0,False
1787440200000,0.041450668355125266,11607,10,28.0,34.0,False
1787440500000,0.7793235617779904,6281,10,24.0,34.0,False
1787440800000,0.4788277077917555,7848,10,24.0,34.0,False
1787441100000,0.041332912487427764,12318,10,34.0,34.0,False
1787441400000,0.4991874058631701,6767,10,30.0,34.0,False
1787442000000,0.7871267262965701,5587,9,23.0,33.0,False
1787443200000,0.699652475136122,3880,9,49.0,32.0,False
1787443800000,0.4398234341525176,3819,8,28.0,32.0,False
1787444100000,0.8003363845200505,3194,10,26.0,32.0,False
1787444700000,0.3297651425692155,2303,7,46.0,31.0,False
1787445000000,0.6255315016046397,3959,10,24.0,31.0,False
1787445300000,0.6790152136798724,9612,10,29.0,31.0,False
1787445600000,0.9967398391098957,9172,10,28.0,31.0,False
1787445900000,0.9780008806297236,10658,10,26.0,31.0,False
1787446200000,0.9372097301406711,6658,10,33.0,31.0,False
1787446500000,0.8409455068886534,4624,9,25.0,31.0,False
1787446800000,0.5664290942498502,2883,10,20.0,30.0,False
1787458200000,0.3333333333333333,9,3,64.0,23.0,False
1787502000000,0.6979728859034913,5537,10,18.0,15.0,False
1787503500000,0.0,20,1,47.0,14.0,False
1787516100000,0.324699285285926,4035,4,42.0,5.0,False
1787516400000,0.7493236825109343,5696,6,26.0,5.0,False
1787516700000,0.4807900004035405,5446,8,47.0,5.0,False
1787517000000,0.2755787829500148,3813,5,39.0,5.0,False
1787517300000,0.5779106280168357,1120,4,32.0,5.0,False
1787517600000,0.4032278638866623,2604,4,28.0,5.0,False
1787517900000,0.3190696601705174,4124,8,22.0,5.0,False
1787518200000,0.8276928790041073,1954,4,32.0,5.0,False
1787518500000,0.1523625392937218,159,1,34.0,5.0,False
1787518800000,0.5683622693566792,4910,9,32.0,5.0,False
1787519100000,0.5975506716558432,4924,5,22.0,5.0,False
1787519400000,1.1377844920800906,2161,3,20.0,5.0,False
1787520300000,0.6040215238852108,2218,5,23.0,5.0,False
1787520600000,0.5679793372736486,2960,7,22.0,5.0,False
1787520900000,0.536513929209964,6670,9,20.0,5.0,False
1787521200000,0.664976879578094,6706,10,24.0,5.0,False
1787521500000,0.9760065189903768,6469,10,20.0,5.0,False
1787521800000,0.5105454100475889,1046,6,17.0,5.0,False
1787522100000,0.9402346599217992,3557,8,19.0,5.0,False
1787522400000,0.7778364447268331,4409,10,22.0,5.0,False
1787522700000,0.9404084957599611,6284,10,20.0,5.0,False
1787523000000,0.5993780464266967,9296,10,22.0,5.0,False
1787523300000,1.0344179931960031,6466,10,19.0,5.0,False
1787523600000,0.6256289109800907,3024,9,21.0,5.0,False
1787523900000,0.32456954740925137,5106,10,21.0,5.0,False
1787524200000,0.03344897553074118,9885,10,18.0,5.0,False
1787524500000,0.08845239946023717,7983,10,21.0,5.0,False
1787524800000,0.7440328891188609,3780,7,18.0,5.0,False
1787525100000,0.5232714170414915,2151,5,20.0,5.0,False
1787525400000,0.20247493274059775,1480,7,14.0,5.0,False
1787525700000,0.9585847552242251,3799,9,14.0,5.0,False
1787526000000,0.40664815301926865,2202,7,16.0,6.0,False
1787526300000,0.2965976207754823,2418,7,17.0,6.0,False
1787526600000,0.7399190847043736,2722,7,16.0,6.0,False
1787526900000,0.9563238935596057,3749,9,20.0,7.0,False
1787527200000,0.4480395140827314,3883,10,16.0,7.0,False
1787527500000,0.6848242592180329,5455,10,13.0,7.0,False
1787527800000,0.44998866784499725,3129,10,14.0,7.0,False
1787528100000,0.8800860476754467,4639,9,16.0,7.0,False
1787528400000,0.8210609680791559,4934,10,16.0,8.0,False
1787528700000,0.5932185156893994,9755,10,18.0,8.0,False
1787529000000,0.5093287799485363,4882,10,16.0,8.0,False
1787529300000,0.8311915285272864,4591,10,19.0,8.0,False
1787529600000,0.7439300925714768,4120,10,19.0,8.0,False
1787529900000,0.6698299636603842,2843,9,14.0,8.0,False
1787530200000,0.47709386147275923,2170,10,13.0,9.0,False
1787530500000,0.8468374620256747,5787,10,14.0,9.0,False
1787530800000,0.5547975939025485,2100,4,27.0,9.0,False
1787533200000,0.06984388297468484,1234,3,22.0,9.0,False
1787533500000,0.6197482650720111,5577,8,18.0,9.0,False
1787533800000,0.04629168170727895,391,1,18.0,9.0,False
1787534400000,0.0,17,1,18.0,9.0,False
1787572800000,0.37111674811509193,2593,6,24.0,86.0,False
1787573400000,0.9989234709174666,233,1,31.0,85.0,False
1787574000000,0.15667507011570594,1017,3,33.0,84.0,False
1787574300000,0.6799412626035359,1716,8,46.0,83.0,False
1787574600000,0.6011270244981434,3736,9,32.0,82.0,False
1787574900000,0.544682693755521,3353,7,32.0,81.0,False
1787575200000,0.07687109016438094,355,2,34.0,80.0,False
1787575500000,0.5611584351491701,2895,9,41.0,80.0,False
1787575800000,0.48172972467314096,5588,10,48.0,79.0,False
1787576100000,0.8145241606430079,5338,9,49.0,78.0,False
1787576400000,0.38262558666729996,934,5,60.0,78.0,False
1787576700000,0.713959827918251,2866,5,46.0,77.0,False
1787577600000,0.0,3,1,41.0,75.0,False
1787578200000,0.0,17,1,51.0,74.0,False
1787578500000,0.46707574734270896,2510,5,44.0,73.0,False
1787578800000,0.42882733474458706,320,3,58.0,72.0,False
1787586600000,0.8992343215559847,4285,10,49.0,56.0,False
1787586900000,1.2143899019344453,3399,10,29.0,56.0,False
1787587200000,0.9093266947173267,5943,10,43.0,56.0,False
1787587500000,0.8195570437011663,3127,9,44.0,56.0,False
1787587800000,0.8822334048614147,3780,10,38.0,55.0,False
1787588100000,0.5386603653296815,6610,10,38.0,54.0,False
1787588400000,0.9781135512517418,6286,10,36.0,54.0,False
1787588700000,0.09614886107324638,12139,10,37.0,54.0,False
1787589000000,0.3387207189083709,3882,7,45.0,53.0,False
1787597100000,0.7275541031192059,7053,10,35.0,43.0,False
1787597400000,0.8902115805377491,9338,10,47.0,42.0,False
1787597700000,0.8732469124351252,7134,9,40.0,42.0,False
1787598000000,0.804653723940848,9890,10,43.0,42.0,False
1787598300000,0.598189582658285,6579,10,44.0,42.0,False
1787598600000,0.7446721045149693,9439,10,44.0,41.0,False
1787598900000,0.6480899841392104,3626,9,41.0,41.0,False
1787599200000,1.0252134442582652,10563,10,52.0,41.0,False
1787599500000,0.9218787174179883,2848,10,58.0,40.0,False
1787599800000,0.8741489275114921,3737,10,44.0,39.0,False
1787600100000,0.8871188260945274,5987,10,52.0,39.0,False
1787600400000,0.7983218022468124,3640,10,52.0,39.0,False
1787600700000,0.6586799431570094,5950,10,44.0,38.0,False
1787601000000,0.609114486737396,4255,10,36.0,38.0,False
1787601300000,0.8065491263172057,4036,10,43.0,38.0,False
1787601600000,0.7403501003152673,3688,10,32.0,38.0,False
1787601900000,0.9792222251416515,9222,10,43.0,38.0,False
1787612700000,0.21667414054945136,11,3,37.0,27.0,False
1787613000000,0.45034265661274675,2518,4,46.0,27.0,False
1787613300000,0.47908433155895785,3326,9,58.0,26.0,False
1787613600000,0.7792776157300312,8271,10,33.0,26.0,False
1787613900000,0.19608654301567682,13105,10,26.0,26.0,False
1787614200000,0.09816219714550142,4997,5,53.0,26.0,False
1787628300000,0.607785023920038,3752,8,30.0,19.0,False
1787628600000,0.5685415287476766,1726,3,15.0,19.0,False
1787659800000,0.6651021708427071,3240,7,24.0,84.0,False
1787660100000,0.6471727815362209,4425,9,24.0,84.0,False
1787660400000,0.7146790291864533,9689,10,24.0,83.0,False
1787666400000,1.0176693037717963,767,1,54.0,72.0,False
1787667300000,0.9073384342070957,671,1,39.0,71.0,False
1787669100000,0.7407474212965063,4521,5,37.0,68.0,False
1787669400000,0.9044943116703543,8008,10,46.0,66.0,False
1787669700000,0.9368940297024316,6568,10,49.0,66.0,False
1787670000000,0.8262653055933036,574,5,65.0,66.0,False
1787670300000,0.38271257381284507,1786,8,30.0,65.0,False
1787670600000,0.6620733249880798,5199,9,42.0,64.0,False
1787670900000,0.8605355372834091,4340,10,46.0,64.0,False
1787671200000,0.9271109658084589,9440,10,37.0,63.0,False
1787671500000,0.9368368976543847,7139,10,47.0,63.0,False
1787671800000,0.9161500619469164,3860,9,52.0,62.0,False
1787672100000,0.8705284592797463,2659,10,40.0,62.0,False
1787672400000,0.7743150650012844,2815,10,40.0,61.0,False
1787672700000,1.0303065146904378,2506,10,40.0,61.0,False
1787673000000,0.9303485537949534,4686,10,42.0,60.0,False
1787673300000,0.9974134826166132,4581,10,37.0,60.0,False
1787673600000,0.9352295831557,4623,10,34.0,60.0,False
1787673900000,0.8296536614294152,4956,9,28.0,59.0,False
1787674800000,0.8402373054171595,4317,8,28.0,58.0,False
1787675100000,0.38938309124836773,2834,10,31.0,58.0,False
1787675400000,0.7419718561801955,3715,10,38.0,57.0,False
1787675700000,0.6125087632050382,4135,10,32.0,57.0,False
1787676000000,0.8228023818995194,3160,10,34.0,57.0,False
1787676300000,0.8003793346286912,2334,10,36.0,56.0,False
1787676600000,0.6123854250751011,2889,10,37.0,56.0,False
1787676900000,0.4238432943575086,3516,10,34.0,56.0,False
1787677200000,0.48336157459823464,2890,9,31.0,55.0,False
1787679000000,0.22937308833653078,1354,4,71.0,52.0,False
1787679300000,0.03520629537413813,299,4,40.0,51.0,False
1787679600000,0.3010168483026079,1866,7,63.0,51.0,False
1787679900000,0.43325534244459496,726,2,56.0,50.0,False
1787681400000,0.0,4,1,80.0,47.0,False
1787682000000,0.0,2,1,56.0,46.0,False
1787682300000,0.8866351568650652,4983,10,49.0,45.0,False
1787682600000,1.0658979335821366,4463,10,48.0,45.0,False
1787682900000,1.1291453932520714,7147,10,56.0,44.0,False
1787683200000,0.7341693174039171,5620,10,48.0,44.0,False
1787683500000,0.9281759765806632,6002,10,50.0,44.0,False
1787683800000,0.658704782441711,3352,10,42.0,43.0,False
1787684100000,0.520319514419602,2387,10,51.0,43.0,False
1787684400000,0.6434987906134078,2489,10,54.0,42.0,False
1787684700000,1.0154169445530496,5144,10,52.0,42.0,False
1787685000000,0.9435924558557371,2829,10,52.0,41.0,False
1787685300000,0.909205827250204,2033,5,46.0,41.0,False
1787685900000,0.26271977308551026,268,1,69.0,40.0,False
1787686200000,0.6799678717719678,4434,10,36.0,40.0,False
1787686500000,0.7093146237821465,5494,10,43.0,39.0,False
1787686800000,0.896490990342758,4101,10,40.0,39.0,False
1787687100000,1.0062196505239984,6213,10,30.0,39.0,False
1787687400000,0.6943245541117296,3335,10,40.0,39.0,False
1787687700000,0.7196110665808078,3568,9,38.0,38.0,False
1787688000000,0.791939402524534,2898,6,42.0,38.0,False
1787688300000,0.6106395114456151,2512,3,34.0,38.0,False
1787688600000,0.8974544241872995,3180,10,43.0,38.0,False
1787688900000,0.9160452174567055,4926,10,37.0,37.0,False
1787689200000,0.6442025892735039,5325,10,32.0,37.0,False
1787689500000,0.7449775077164242,3633,10,25.0,37.0,False
1787689800000,0.5074508101831581,2442,10,28.0,37.0,False
1787690100000,0.7533277385329646,3956,9,32.0,36.0,False
1787690400000,0.4050123361470169,2704,7,38.0,36.0,False
1787690700000,0.6931612299180181,5601,10,32.0,36.0,False
1787691000000,0.4567804938527415,2426,6,34.0,36.0,False
1787691300000,0.5076255020606342,588,2,61.0,35.0,False
1787691600000,0.0,2,1,27.0,35.0,False
1787691900000,0.0,2,1,23.0,35.0,False
1787692200000,0.6238994245501162,309,3,36.0,34.0,False
1787692500000,0.5715388105538257,1001,5,25.0,34.0,False
1787692800000,0.2505797976333643,991,8,26.0,34.0,False
1787693100000,0.011083782407346152,837,7,25.0,34.0,False
1787693400000,0.6766040823122934,5861,10,30.0,34.0,False
1787693700000,0.5933421836035405,323,2,49.0,34.0,False
1787694300000,0.7838052577789767,2337,7,38.0,33.0,False
1787694600000,1.3658094572932389,1450,4,43.0,33.0,False
1787694900000,0.5957885634081627,6787,10,42.0,33.0,False
1787695200000,0.7245351634206004,1908,4,25.0,32.0,False
1787697000000,0.7806392504918374,5176,10,25.0,30.0,False
1787697600000,0.3505730632745764,56,1,37.0,30.0,False
1787697900000,0.0,2,1,42.0,30.0,False
1787698200000,0.13848207486528366,241,1,32.0,29.0,False
1787698500000,0.0,306,4,31.0,29.0,False
1787704200000,0.48051947171886883,1035,3,52.0,25.0,False
1787705100000,0.4566613159568682,230,3,68.0,24.0,False
1787749500000,0.3732798315599668,2356,3,24.0,79.0,False
1787749800000,0.6887573904032434,8253,9,23.0,79.0,False
1787750100000,0.8352298671134181,9770,10,34.0,78.0,False
1787750400000,0.7258694824271048,4735,6,26.0,78.0,False
1787750700000,0.7523678897203283,8049,10,41.0,78.0,False
1787751000000,0.9713206653760155,4274,7,22.0,77.0,False
1787751300000,0.8313684964104239,6577,8,38.0,77.0,False
1787751600000,0.7113887382167798,4651,7,34.0,77.0,False
1787751900000,0.6523192978954181,2174,7,40.0,76.0,False
1787752800000,0.29570727782691214,207,3,43.0,74.0,False
1787753100000,0.4083777405360597,501,4,62.0,74.0,False
1787753400000,0.8792083751457167,8048,10,30.0,73.0,False
1787753700000,0.29340900152553917,2447,5,48.0,72.0,False
1787754000000,0.2448174755156814,2025,5,32.0,72.0,False
1787754300000,0.503780069163773,578,2,31.0,71.0,False
1787754600000,0.23275993363513187,1297,4,44.0,71.0,False
1787754900000,0.6523629873305014,6178,10,39.0,70.0,False
1787755200000,0.3073941936977396,10384,10,58.0,70.0,False
1787755500000,0.7711146617700468,3523,9,54.0,69.0,False
1787755800000,0.9747702482912477,5344,10,44.0,68.0,False
1787756100000,0.9490005550633956,5254,10,37.0,68.0,False
1787756400000,1.0128133125902952,6739,10,42.0,67.0,False
1787756700000,0.5721618443852124,3770,10,44.0,66.0,False
1787757000000,0.5218114583104174,2020,10,32.0,66.0,False
1787757300000,0.37958965909658493,2474,10,40.0,66.0,False
1787757600000,0.31713934981277275,1623,10,30.0,65.0,False
1787757900000,0.6552289820918188,3887,10,23.0,65.0,False
1787758200000,0.8773540413318491,5234,10,32.0,65.0,False
1787758500000,0.8072319779650317,7338,9,30.0,64.0,False
1787758800000,0.6304118642498107,10819,10,29.0,64.0,False
1787759100000,0.8656713665535232,13349,10,25.0,64.0,False
1787759400000,0.591325386508774,1908,10,31.0,63.0,False
1787759700000,0.8140087352697785,6397,10,24.0,63.0,False
1787760000000,0.8941683147294123,8828,10,28.0,63.0,False
1787760300000,0.5363485284580553,5102,10,30.0,62.0,False
1787760600000,0.5693977320699946,4469,10,24.0,62.0,False
1787760900000,0.7612229470290611,7201,10,25.0,62.0,False
1787761200000,0.5960174696443991,2705,10,30.0,61.0,False
1787761500000,0.7464322767097933,1977,9,42.0,61.0,False
1787766000000,0.7438130273876159,771,4,44.0,54.0,False
1787766300000,0.8083440614006966,1181,6,57.0,53.0,False
1787766900000,0.7201151503361217,1595,4,38.0,53.0,False
1787767200000,0.4669331357655734,5703,10,35.0,52.0,False
1787767500000,0.21963942048936197,4692,10,34.0,52.0,False
1787767800000,0.053078940141345315,1934,8,29.0,51.0,False
1787768400000,0.588286103578918,4382,8,37.0,50.0,False
1787768700000,0.3998273784560363,2978,6,28.0,50.0,False
1787769000000,0.19943763215144442,1842,5,43.0,50.0,False
1787769300000,0.8122409087711013,3096,9,54.0,50.0,False
1787769600000,1.0928802494392416,3568,10,37.0,49.0,False
1787769900000,1.0405606196125439,5607,10,41.0,49.0,False
1787770200000,0.963201217765892,2304,9,34.0,49.0,False
1787770500000,0.9778897614440984,3082,10,38.0,48.0,False
1787770800000,0.31178868155477946,5964,8,47.0,48.0,False
1787771100000,0.5343673927707725,4198,9,33.0,47.0,False
1787771400000,0.7137852019419944,4242,10,25.0,47.0,False
1787771700000,0.8302276219571976,6237,10,31.0,47.0,False
1787772000000,0.3680978913363535,6820,10,46.0,46.0,False
1787772300000,0.2026227328995941,3498,9,46.0,46.0,False
1787772600000,0.44248727628251094,7363,10,53.0,46.0,False
1787772900000,0.7635478145706511,4729,10,62.0,45.0,False
1787773200000,0.694301688164334,6314,10,55.0,45.0,False
1787773500000,0.4945463983464552,3637,10,55.0,44.0,False
1787773800000,0.6618783899134018,5243,10,48.0,44.0,False
1787774100000,0.647484934819027,6134,10,51.0,43.0,False
1787774400000,0.7996044491185719,4543,10,46.0,43.0,False
1787774700000,0.677338371210716,3920,10,48.0,42.0,False
1787775000000,0.6116294796842312,7871,9,34.0,42.0,False
1787775300000,0.8343025910849603,1827,7,34.0,42.0,False
1787775600000,0.5912961488803191,1242,5,40.0,41.0,False
1787775900000,0.8553976173223543,3376,10,43.0,41.0,False
1787776200000,0.5894334857951712,5838,10,46.0,41.0,False
1787776500000,1.0716625065744272,6388,10,51.0,40.0,False
1787776800000,0.9074555090939672,7518,10,59.0,40.0,False
1787777100000,0.8329406581614738,5222,10,42.0,40.0,False
1787777400000,0.7163044065518815,2550,10,44.0,40.0,False
1787777700000,0.9895188608052597,5543,10,43.0,39.0,False
1787778000000,0.747804757739742,5142,10,37.0,39.0,False
1787778300000,0.8755749297594912,5472,10,44.0,38.0,False
1787778600000,0.41965776996630105,1725,10,43.0,38.0,False
1787778900000,0.26824675408574944,9783,10,31.0,38.0,False
1787779200000,0.1817873375368697,11012,10,46.0,38.0,False
1787840400000,0.5441569250147372,5029,7,65.0,62.0,False
