k5,entropy,total,n,stress,bb,workout
1786206600000,0.8775354762626675,4474,10,70.0,40.0,False
1786206900000,0.987870877153255,5384,10,68.0,40.0,False
1786207200000,0.8133797942008741,6671,9,67.0,39.0,False
1786207500000,0.6268585195749881,5372,10,65.0,39.0,False
1786207800000,0.21160470621696512,8593,9,57.0,38.0,False
1786208100000,0.08396591036886693,8454,10,71.0,38.0,False
1786208400000,0.06801190228316265,9300,9,80.0,37.0,False
1786208700000,0.44203495159506334,7497,10,76.0,36.0,False
1786209000000,0.9048094245594687,6522,10,70.0,36.0,False
1786209300000,0.9220062687812869,7244,9,48.0,36.0,False
1786209600000,0.7189117184164483,4791,10,54.0,36.0,False
1786209900000,0.5589439377385722,5633,9,37.0,35.0,False
1786210200000,0.5236059390992642,5046,9,42.0,35.0,False
1786210500000,0.03499554060086819,8333,10,54.0,35.0,False
1786210800000,0.087412408952959,8245,9,58.0,35.0,False
1786211100000,0.040689555987695976,8512,10,61.0,34.0,False
1786211400000,0.11933007810497887,9230,9,56.0,34.0,False
1786211700000,0.035406352766520356,9634,10,60.0,34.0,False
1786212000000,0.19811195300054318,9614,9,56.0,33.0,False
1786212300000,0.20737172667673845,9948,10,48.0,32.0,False
1786212600000,0.5412139381103099,7304,9,49.0,32.0,False
1786212900000,0.27283960770302346,5491,8,46.0,32.0,False
1786213200000,0.4354202392389882,5016,8,60.0,32.0,False
1786213500000,0.24520410880300592,6196,9,74.0,31.0,False
1786214700000,0.32368709564281317,919,2,67.0,30.0,False
1786215600000,0.0,2,1,53.0,30.0,False
1786215900000,0.0,3,1,62.0,29.0,False
1786216200000,0.5500061086818817,1562,6,40.0,29.0,False
1786216500000,0.08150617514438957,1719,3,86.0,28.0,False
1786216800000,0.3280252469864091,2046,5,90.0,28.0,False
1786275000000,0.7230603041882654,4375,6,42.0,76.0,False
1786390800000,0.44213984549304164,7738,8,59.0,22.0,False
1786393200000,0.5360157410111528,5562,7,67.0,21.0,False
1786393500000,0.6843302310007926,2085,4,54.0,21.0,False
1786393800000,0.43959113635609287,3887,5,60.0,20.0,False
1786394100000,0.0,1,1,82.0,20.0,False
1786396200000,0.40690570845006935,6827,6,81.0,17.0,False
1786444800000,0.6506934076912159,5815,9,44.0,66.0,False
1786445100000,0.23443357349670102,284,4,69.0,65.0,False
1786445400000,0.8043190551767138,1653,4,63.0,64.0,False
1786445700000,0.41676549154339665,5415,5,48.0,64.0,False
1786446000000,0.24910223209588075,1136,3,56.0,63.0,False
1786446300000,0.6560964275947134,3711,10,68.0,62.0,False
1786446600000,0.8814501122502983,6381,8,65.0,62.0,False
1786446900000,0.3492246238612575,10582,10,62.0,62.0,False
1786447200000,0.13347420249437153,10217,9,70.0,60.0,False
1786447500000,0.33792451686200464,10694,10,57.0,60.0,False
1786447800000,0.9156900838353952,8276,9,68.0,60.0,False
1786448100000,0.46161074001720015,3785,8,60.0,58.0,False
1786448400000,0.8057098987309624,10417,10,55.0,58.0,False
1786448700000,0.7217494698816946,5566,8,63.0,58.0,False
1786449000000,0.5280089064881691,3813,9,46.0,57.0,False
1786449300000,0.9456603046006401,33,1,37.0,57.0,False
1786449600000,0.43735105542418307,449,3,85.0,56.0,False
1786449900000,0.8649289673057381,4753,8,57.0,56.0,False
1786450200000,0.587493844695518,4039,9,57.0,55.0,False
1786450500000,0.9867363387177127,5439,10,57.0,54.0,False
1786450800000,0.745068585132086,2708,10,58.0,54.0,False
1786451100000,0.21566433490503914,5637,9,51.0,54.0,False
1786451400000,0.3681538984873365,6475,10,68.0,53.0,False
1786451700000,0.8295903186621626,7155,9,58.0,52.0,False
1786452000000,0.6356169443283742,5936,10,70.0,52.0,False
1786452300000,1.0739317646551687,8192,9,63.0,52.0,False
1786452600000,1.101992659467726,6526,9,59.0,51.0,False
1786452900000,0.7174591817735272,4716,9,66.0,51.0,False
1786453200000,0.5669627508177266,3041,9,62.0,50.0,False
1786453500000,0.5725866710285217,7169,10,68.0,49.0,False
1786453800000,0.8886270775746188,3624,9,46.0,49.0,False
1786454100000,0.7586733260388472,5486,10,54.0,48.0,False
1786454400000,1.0348630764500149,3545,9,55.0,48.0,False
1786454700000,1.1522869303350778,6951,10,52.0,47.0,False
1786455000000,1.3323933891468962,6840,9,50.0,47.0,False
1786455300000,0.7605213299819267,5475,10,54.0,46.0,False
1786455600000,1.072073356719453,8948,10,53.0,46.0,False
1786455900000,0.8895788600901761,7376,9,50.0,46.0,False
1786456200000,0.9236646148620251,6073,10,62.0,46.0,False
1786456500000,0.8561847431021771,4783,9,37.0,45.0,False
1786456800000,0.9805763254069472,7833,10,44.0,45.0,False
1786457100000,1.043772701699821,5788,9,66.0,44.0,False
1786457400000,0.6616761488454983,2284,10,65.0,44.0,False
1786457700000,1.0047298669842937,1589,7,50.0,44.0,False
1786458000000,0.17112474356154234,1341,10,54.0,44.0,False
1786458300000,0.9447575465487661,3781,8,25.0,43.0,False
1786458600000,0.9806438315530144,5772,10,38.0,42.0,False
1786458900000,1.127717728053328,5191,9,40.0,42.0,False
1786459200000,0.9007808575663517,7214,10,34.0,42.0,False
1786459500000,0.8720489992664565,4452,9,38.0,42.0,False
1786459800000,1.0302864688703552,3907,9,30.0,42.0,False
1786460100000,1.0540292869777785,8998,10,34.0,42.0,False
1786460400000,0.9926724726999688,2531,7,38.0,42.0,False
1786460700000,0.5379795055743094,9071,10,41.0,42.0,False
1786461000000,0.42239143158737047,9328,9,33.0,41.0,False
1786461300000,0.5867909772809964,8952,10,53.0,41.0,False
1786461600000,0.44949896225916364,2844,8,30.0,41.0,False
1786461900000,0.47872720058195306,5671,9,29.0,41.0,False
1786462200000,0.3421665522938523,867,5,36.0,40.0,False
1786462500000,0.7351514282295242,1213,5,34.0,40.0,False
1786462800000,0.6041048552708251,3019,7,28.0,40.0,False
1786463100000,0.7059866880105412,1817,7,29.0,40.0,False
1786477800000,0.27061277872979655,4197,6,35.0,26.0,False
1786478100000,0.28132512373122365,2576,5,58.0,25.0,False
1786480200000,0.08409314917445665,528,1,61.0,23.0,False
1786537800000,1.0245725631298352,82,1,78.0,52.0,False
1786538100000,0.7182067832136391,12866,10,70.0,50.0,False
1786538400000,0.8245741413617336,6986,9,68.0,50.0,False
1786538700000,1.0532171894624254,12162,10,55.0,49.0,False
1786539000000,1.0877009558392463,6496,9,41.0,49.0,False
1786539300000,1.031954449730955,7314,10,45.0,49.0,False
1786539600000,0.4858063198366357,4126,7,49.0,48.0,False
1786539900000,0.5959512903842554,9027,10,44.0,48.0,False
1786540200000,0.8147316687827494,5551,9,38.0,48.0,False
1786540500000,0.8619155167825067,3375,10,44.0,47.0,False
1786540800000,0.12002323580433154,7796,10,44.0,46.0,False
1786541100000,0.0666897904265196,8372,9,39.0,46.0,False
1786541400000,0.6628027565784469,5827,10,46.0,46.0,False
1786541700000,1.0657346269883712,5478,7,40.0,45.0,False
1786542000000,0.6534365670975778,5089,10,31.0,45.0,False
1786542300000,0.5113071281158676,10217,9,54.0,45.0,False
1786542600000,0.7739271253122431,7911,10,55.0,44.0,False
1786542900000,0.6651908826343357,2027,5,42.0,44.0,False
1786543200000,0.9119705236400136,8797,10,36.0,44.0,False
1786543500000,0.7336741430827198,8181,10,44.0,44.0,False
1786543800000,0.20398488443241075,10414,9,34.0,43.0,False
1786544100000,0.6238713361771581,4715,8,56.0,43.0,False
1786544400000,0.7091891644990953,4766,8,50.0,42.0,False
1786544700000,0.4535260496477311,12390,10,47.0,42.0,False
1786545000000,0.1384655080627778,12014,9,42.0,41.0,False
1786545300000,0.9915554219823675,6413,9,46.0,41.0,False
1786545600000,0.8697311894839194,5680,10,46.0,40.0,False
1786545900000,0.8612629155695768,7507,9,46.0,40.0,False
1786546200000,0.8952752590379405,8610,10,43.0,40.0,False
1786547100000,0.0,308,1,84.0,38.0,False
1786547400000,1.0142615919987708,8702,10,91.0,38.0,False
1786547700000,1.0819689347298216,2719,6,93.0,37.0,False
1786548000000,1.0251958221375639,8138,10,86.0,36.0,False
1786548300000,1.0963388880762475,7680,9,84.0,36.0,False
1786548600000,1.0210172763429797,7233,10,86.0,35.0,False
1786548900000,1.1237454319984213,9466,9,77.0,35.0,False
1786549200000,0.9270611621546481,11444,10,87.0,34.0,False
1786549500000,0.7939699779387743,12223,10,78.0,34.0,False
1786549800000,1.1856141149173005,5917,9,79.0,33.0,False
1786550100000,0.8507100877835272,4853,10,70.0,33.0,False
1786550400000,0.8655903797781638,6319,7,70.0,32.0,False
1786550700000,1.110736320707531,6345,10,74.0,32.0,False
1786551000000,1.1514272815424016,4218,9,67.0,31.0,False
1786551300000,0.92156888043866,6569,10,75.0,30.0,False
1786551600000,0.9123981681617033,6908,8,55.0,30.0,False
1786551900000,1.0372842297791565,3877,5,54.0,30.0,False
1786552200000,1.002639802016051,6281,10,50.0,30.0,False
1786552500000,0.9570659192712159,4830,9,56.0,29.0,False
1786552800000,0.9966179238469093,4542,9,46.0,29.0,False
1786553100000,0.8844359114743667,5178,8,56.0,28.0,False
1786553400000,0.9341655865023359,8072,10,54.0,28.0,False
1786553700000,1.0801183741970892,4142,9,46.0,28.0,False
1786554000000,1.0491480981409684,5758,10,42.0,28.0,False
1786554300000,0.9707115247880611,6461,9,52.0,27.0,False
1786574700000,0.1156589569998202,1736,5,58.0,8.0,False
1786575000000,0.02576964466067533,563,2,74.0,8.0,False
1786575300000,0.41689085024789624,316,1,88.0,7.0,False
1786612500000,0.42585804675786015,5002,6,80.0,62.0,False
1786612800000,0.7542350335060712,3663,6,82.0,61.0,False
1786613100000,1.0251146289629494,75,2,52.0,61.0,False
1786613400000,0.5653013426939119,4123,9,64.0,60.0,False
1786613700000,0.8038623073867509,9998,10,65.0,59.0,False
1786614000000,0.8261216028403814,6622,9,65.0,58.0,False
1786614300000,0.6998263299544357,7629,10,51.0,58.0,False
1786614600000,1.0537010297994192,6630,9,62.0,57.0,False
1786614900000,0.7524889518557512,9136,10,56.0,57.0,False
1786615200000,0.6413968210767227,9623,10,56.0,56.0,False
1786615500000,0.8925254713839332,8501,9,48.0,56.0,False
1786615800000,0.8380162660109782,8305,10,39.0,55.0,False
1786616100000,0.788378636552947,9414,9,44.0,55.0,False
1786616400000,0.921945497946669,7909,10,53.0,54.0,False
1786616700000,0.8712510917755687,7967,10,49.0,54.0,False
1786617000000,0.7880569319825632,10344,9,46.0,53.0,False
1786617300000,0.8733340978222004,5321,9,40.0,53.0,False
1786617600000,0.6915019468839956,6704,9,38.0,53.0,False
1786617900000,1.0799323854038736,8767,10,38.0,52.0,False
1786618200000,0.6419730231478818,7345,10,30.0,52.0,False
1786618500000,0.6891335344893055,6121,9,36.0,52.0,False
1786618800000,0.8951359035982518,11018,10,42.0,51.0,False
1786619100000,0.8758702097118226,6612,9,30.0,51.0,False
1786619400000,0.32742275255159786,208,3,28.0,51.0,False
1786619700000,1.0054274000968402,4118,10,28.0,51.0,False
1786620000000,0.7443627399467073,7527,9,28.0,50.0,False
1786620300000,0.19567635736340203,10000,10,37.0,50.0,False
1786629900000,0.7293679815629294,6808,10,98.0,40.0,False
1786630200000,1.0264222503977365,4941,9,98.0,39.0,False
1786630500000,0.6529165512949047,1322,6,98.0,38.0,False
1786632300000,0.11560929269834794,11522,10,94.0,36.0,False
1786632600000,1.0251134703304634,3973,10,86.0,36.0,False
1786632900000,0.8314334300698552,3575,9,80.0,35.0,False
1786633200000,0.7744242562958685,5302,9,81.0,34.0,False
1786633500000,0.5119006472719078,2746,9,74.0,34.0,False
1786633800000,0.6984946624519371,3536,9,77.0,33.0,False
1786634100000,1.1670951177333657,4099,10,78.0,32.0,False
1786634400000,1.2044498503556322,2425,6,66.0,32.0,False
1786634700000,0.7912352207038467,4055,10,58.0,31.0,False
1786635000000,0.7679053697873214,5761,10,60.0,31.0,False
1786635300000,0.5061171703461433,4885,9,63.0,30.0,False
1786635600000,0.8413769817609436,5216,9,54.0,30.0,False
1786635900000,0.4195291459555648,1348,6,62.0,30.0,False
1786636200000,0.6532824030127802,4015,9,54.0,30.0,False
1786636500000,1.0387193883730048,4893,10,49.0,29.0,False
1786636800000,0.883950501273331,7165,9,46.0,29.0,False
1786637100000,0.7759393681727514,4527,10,46.0,29.0,False
1786637400000,0.7001211722989691,5530,10,41.0,28.0,False
1786637700000,0.21775630101294652,10901,9,40.0,28.0,False
1786638000000,0.17807543637507858,9148,10,37.0,28.0,False
1786638300000,0.3723259902806673,6096,9,28.0,28.0,False
1786638600000,0.2820083730334328,7907,10,38.0,28.0,False
1786638900000,0.042836224159057516,9461,10,58.0,28.0,False
1786639200000,0.3093430620955146,5982,9,51.0,27.0,False
1786639500000,0.03850929067537871,11209,10,40.0,27.0,False
1786639800000,0.4810016515983806,5943,9,38.0,27.0,False
1786641300000,0.18853586469315034,5386,10,34.0,25.0,False
1786641600000,0.047653920730114416,9889,9,52.0,25.0,False
1786641900000,0.13972475753462946,3781,8,44.0,25.0,False
1786642800000,0.4853054886924908,1097,5,66.0,24.0,False
1786705500000,0.4328965260429004,10343,9,60.0,66.0,False
1786709700000,0.583503701408255,2266,9,96.0,55.0,False
1786710000000,0.5027414906917309,1959,10,94.0,54.0,False
1786710300000,0.7189232153126448,3122,10,93.0,53.0,False
1786710600000,0.6845284240833753,4634,8,90.0,53.0,False
1786710900000,0.6312652511467172,5000,9,85.0,52.0,False
1786711200000,0.8409261180521704,6949,9,84.0,51.0,False
1786711500000,0.8158442118753723,1996,6,86.0,50.0,False
1786800000000,0.9323297501204099,3288,6,19.0,53.0,False
1786800600000,0.6778086046222024,4835,10,18.0,52.0,False
1786800900000,0.4377678693464688,4932,10,17.0,52.0,False
1786801200000,0.3341651985236672,7291,9,18.0,52.0,False
1786801500000,0.49139508867373544,3928,10,19.0,52.0,False
1786803000000,0.8068209163327396,1954,8,15.0,51.0,False
1786803300000,0.34048961869077643,4738,10,18.0,51.0,False
1786803600000,0.35934172220265836,9665,10,32.0,50.0,False
1786803900000,0.257425998288163,2618,6,20.0,50.0,False
1786804200000,0.46006493920546343,787,4,37.0,50.0,False
1786804500000,0.3547915854978393,1392,5,32.0,50.0,False
1786804800000,0.2464708079220977,89,2,24.0,50.0,False
1786805700000,0.6655511310986566,1140,4,21.0,49.0,False
1786806000000,0.1766697303388224,10851,10,26.0,49.0,False
1786806300000,0.048973371548782896,8784,10,28.0,49.0,False
1786806900000,0.3097550636916484,3729,7,44.0,48.0,False
1786807200000,0.6541405416913273,10547,10,22.0,48.0,False
1786807500000,0.6339468694607426,7095,10,29.0,48.0,False
1786839300000,0.13257616537924863,975,4,64.0,11.0,False
1786839900000,0.03760489628352901,2206,7,76.0,10.0,False
1786840200000,0.01987261059598352,386,4,74.0,10.0,False
1786841100000,0.0,7,1,65.0,9.0,False
1786841400000,0.2478063522520475,715,5,22.0,9.0,False
1786863300000,0.0,33,1,10.0,72.0,False
1786915500000,0.10426227274916267,7139,7,19.0,7.0,False
1786915800000,0.09091767086704237,11374,10,24.0,7.0,False
1786916100000,0.2488217492053622,8725,10,38.0,7.0,False
1786916400000,0.0729439742411753,12013,9,43.0,7.0,False
1786916700000,0.1562595920847603,8461,10,21.0,7.0,False
1786917000000,0.24368115348252747,3957,8,28.0,7.0,False
1786918200000,0.05337137171814138,4962,6,46.0,6.0,False
1786918500000,0.06469330840757039,11581,10,21.0,6.0,False
1786918800000,0.1501948106944348,5270,5,46.0,6.0,False
1786919700000,0.30111571529121084,2285,4,58.0,5.0,False
1786920000000,0.3625556703371132,1499,5,64.0,5.0,False
1786920300000,0.25460312697595266,1509,10,28.0,5.0,False
1786920600000,0.039536400507000545,936,6,27.0,5.0,False
1786920900000,0.40820142518254043,3954,8,24.0,5.0,False
1786921200000,0.06419277981576028,365,4,23.0,5.0,False
1786921500000,0.26839982669303675,980,4,44.0,5.0,False
1786921800000,0.2950258021311622,283,3,53.0,5.0,False
1786922100000,0.26942529403272636,2777,5,32.0,5.0,False
1786922400000,0.35484218923973754,1729,3,55.0,5.0,False
1786922700000,0.23095719788959196,3377,8,26.0,5.0,False
1786923000000,0.0,35,1,22.0,5.0,False
1786923600000,0.0,119,1,55.0,5.0,False
1786924200000,0.0,6,1,32.0,5.0,False
1786924800000,0.0,125,1,18.0,5.0,False
1786931700000,0.0,3,1,17.0,19.0,False
1786946400000,0.7327263252028752,1398,3,12.0,64.0,False
1787018100000,0.3492773003678701,7187,7,26.0,39.0,False
1787018400000,0.2785522689464303,5531,9,32.0,38.0,False
1787018700000,0.21876344012195353,4868,8,19.0,37.0,False
1787019000000,0.4521055896911298,7471,10,15.0,37.0,False
1787019300000,0.3618734664647123,5330,8,22.0,37.0,False
1787019900000,0.0,3,1,14.0,37.0,False
1787021100000,0.0,1,1,14.0,39.0,False
1787051700000,0.9102994503938621,4219,8,48.0,94.0,False
1787055000000,0.6735335649765949,3833,6,28.0,87.0,False
1787055300000,0.42442993433194526,2302,5,32.0,87.0,False
1787055600000,0.7303398602095151,4965,7,20.0,87.0,False
1787058300000,0.10023555682437306,8914,10,16.0,84.0,False
1787058600000,0.041919343858645694,9878,10,24.0,83.0,False
1787058900000,0.4992838519722921,6292,10,29.0,82.0,False
1787059200000,0.4093903452871543,5628,10,21.0,82.0,False
1787059500000,0.8940252901339614,4330,8,30.0,82.0,False
1787059800000,0.5535165959527987,254,2,40.0,81.0,False
1787060100000,0.7879534294144807,5473,10,23.0,81.0,False
1787060400000,0.08372104914192188,10840,10,24.0,81.0,False
1787060700000,0.1832386388479254,7871,10,33.0,80.0,False
1787061000000,0.7743026245115363,5504,10,30.0,80.0,False
1787061300000,0.5560735698533338,8422,9,19.0,80.0,False
1787061600000,0.22999542579541374,3093,8,24.0,79.0,False
1787061900000,0.5265188244396228,7381,10,21.0,78.0,False
1787062200000,0.4239606262839797,7123,9,22.0,78.0,False
1787062500000,0.4103489228580857,8813,10,24.0,78.0,False
1787062800000,0.5988419032221647,4509,9,24.0,78.0,False
1787063100000,0.5626296755265159,3493,9,32.0,77.0,False
1787063400000,0.6228189704843526,5724,10,21.0,77.0,False
1787063700000,0.40287982691834207,2889,10,24.0,77.0,False
1787064000000,0.19124932768712463,2152,9,17.0,77.0,False
1787064300000,0.6075425374839621,2534,8,28.0,76.0,False
1787064600000,0.724706502698861,3184,9,17.0,76.0,False
1787064900000,0.9555541253355568,6412,9,15.0,76.0,False
1787065200000,0.2736896941325799,5523,10,15.0,76.0,False
1787065500000,0.056952206304850185,6119,10,22.0,76.0,False
1787065800000,0.6233214641069942,7792,10,22.0,76.0,False
1787066100000,0.24430404147667995,866,5,23.0,75.0,False
1787066400000,0.4804499426246883,7180,10,26.0,75.0,False
1787067000000,0.633814124542706,3337,7,19.0,75.0,False
1787067300000,0.4706252122026376,9324,10,13.0,74.0,False
1787067600000,0.12971131042609596,9945,10,18.0,74.0,False
1787067900000,1.0275302218053226,2297,7,21.0,74.0,False
1787068200000,0.7146816361609368,2411,8,16.0,74.0,False
1787068500000,0.4460959779708225,3064,10,15.0,74.0,False
1787068800000,0.33186406719226497,4249,6,18.0,74.0,False
1787070900000,0.2322883710142429,3959,7,23.0,69.0,False
1787071200000,0.0312077360498542,10704,10,37.0,69.0,False
1787071500000,0.3927771469492501,6394,9,43.0,68.0,False
1787071800000,0.1874590247173196,689,3,25.0,68.0,False
1787072100000,0.0,1,1,24.0,68.0,False
1787072700000,0.12775498856744777,178,2,39.0,67.0,False
1787073000000,0.13303964861069895,108,1,36.0,67.0,False
1787073300000,0.30067181919368047,2565,8,40.0,66.0,False
1787073600000,0.5083724023139481,4689,10,26.0,66.0,False
1787073900000,0.2992230567457126,1350,6,21.0,66.0,False
1787074200000,0.9359235864117341,3006,8,30.0,66.0,False
1787074500000,0.5981405478383135,3897,10,26.0,65.0,False
1787074800000,0.14137592196366466,8443,9,21.0,64.0,False
1787075100000,0.22673782338334186,9149,10,30.0,64.0,False
1787075400000,0.8732455195668672,2750,9,16.0,63.0,False
1787075700000,0.5585134778472423,3632,10,23.0,63.0,False
1787076000000,0.6125188175324592,5862,10,24.0,63.0,False
1787076300000,0.8910604385318518,3746,10,23.0,63.0,False
1787076600000,0.2881456537994015,1862,9,28.0,63.0,False
1787076900000,0.5835611238258143,2022,9,20.0,62.0,False
1787077200000,0.3304132022456793,868,9,23.0,62.0,False
1787077500000,0.38518327909172567,1284,10,26.0,62.0,False
1787077800000,0.8324449733256687,4764,10,22.0,62.0,False
1787078100000,0.7269664715322464,3900,9,28.0,61.0,False
1787078400000,0.8736035383639619,3527,10,25.0,61.0,False
1787078700000,0.47477454834971483,2541,10,27.0,60.0,False
1787079000000,0.40762710353385295,1712,10,24.0,60.0,False
1787079300000,0.7222745082340114,6944,10,25.0,60.0,False
1787079600000,0.927171313056624,4825,10,30.0,60.0,False
1787079900000,0.8011018681787428,10952,10,28.0,60.0,False
1787080200000,0.8032009907166667,4346,10,25.0,59.0,False
1787080500000,0.623007815319225,4512,10,30.0,59.0,False
1787080800000,0.7437164129359056,9260,10,22.0,58.0,False
1787081100000,0.668995455674837,6193,10,21.0,58.0,False
1787081400000,0.41401081014526875,2852,8,24.0,58.0,False
1787081700000,0.5131037153860021,1912,10,18.0,58.0,False
1787082000000,0.6992506444687858,5290,10,19.0,58.0,False
1787082300000,0.5991366096347057,4003,9,22.0,58.0,False
1787082600000,0.657959843700642,6299,9,24.0,58.0,False
1787082900000,0.7917475884397753,4190,10,15.0,57.0,False
1787083200000,0.5265872392222013,2636,10,18.0,57.0,False
1787083500000,0.794113179413164,4728,10,17.0,57.0,False
1787083800000,0.5244958855676569,6385,7,34.0,57.0,False
1787084100000,0.48686554163573525,3563,10,16.0,57.0,False
1787084400000,0.7299897678178158,3051,8,14.0,57.0,False
1787084700000,0.6903343314271646,3852,10,16.0,57.0,False
1787085000000,0.42597353399233134,6255,10,16.0,57.0,False
1787085300000,0.344726000268778,4021,9,12.0,57.0,False
1787085600000,0.08144722922984557,2980,9,13.0,57.0,False
1787085900000,0.8771479713323429,2840,9,18.0,57.0,False
1787086200000,0.5409127111913188,2624,10,14.0,57.0,False
1787086800000,0.750140050285682,1361,6,12.0,57.0,False
1787087100000,0.4101306431107373,1128,5,12.0,57.0,False
1787087400000,0.6926157609280645,3113,10,16.0,57.0,False
1787087700000,0.7824438525947336,2800,7,16.0,57.0,False
1787088300000,0.5659656747124232,3152,7,13.0,57.0,False
1787088600000,0.634403127181973,3288,10,14.0,57.0,False
1787088900000,0.7848448409582641,2681,10,14.0,57.0,False
1787089200000,0.3023520319904001,8367,10,15.0,57.0,False
1787089500000,0.10291267742954538,8826,10,22.0,57.0,False
1787089800000,0.8286301072654403,2742,10,16.0,57.0,False
1787090100000,0.9735361932322633,7251,10,22.0,57.0,False
1787090400000,0.9724743586864916,3591,9,21.0,57.0,False
1787090700000,0.5240987875027068,1358,5,18.0,56.0,False
1787141100000,0.9082665549118513,3438,5,44.0,72.0,False
1787141700000,0.32456248598154597,2706,5,32.0,71.0,False
1787142000000,0.8535459614853029,5452,8,36.0,70.0,False
1787142300000,0.028087476258744342,142,3,48.0,70.0,False
1787144700000,0.0,4,1,66.0,65.0,False
1787145000000,0.7303474663847789,4943,8,35.0,65.0,False
1787145300000,0.7714640345289946,2559,5,46.0,64.0,False
1787145600000,0.7668636817910439,4086,8,40.0,64.0,False
1787145900000,0.4439236494276722,9793,10,48.0,63.0,False
1787146200000,0.49945486337901857,8731,10,53.0,62.0,False
1787146500000,0.9853831352874864,5819,10,58.0,61.0,False
1787146800000,1.020967399817553,2889,9,53.0,60.0,False
1787147100000,0.773443090227025,2616,10,44.0,60.0,False
1787153400000,1.1771027237274307,1043,4,42.0,53.0,False
1787153700000,0.9232320948581633,5929,10,34.0,52.0,False
1787154000000,0.8650340895964629,6769,10,37.0,52.0,False
1787154300000,0.9685157128758921,3093,6,42.0,51.0,False
1787154600000,0.9947694161108126,5231,9,30.0,51.0,False
1787154900000,0.20315574698775704,9772,10,29.0,51.0,False
1787155200000,0.6855109569099178,3949,10,26.0,51.0,False
1787155500000,0.6363929170207349,4857,9,36.0,50.0,False
1787155800000,0.983995862840111,2582,6,33.0,50.0,False
1787156100000,0.7283810677979263,3231,8,35.0,49.0,False
1787156400000,0.0,3,2,38.0,49.0,False
1787156700000,0.0,1,1,55.0,48.0,False
1787158800000,0.1066725945852981,5460,8,54.0,45.0,False
1787159100000,0.0,213,1,48.0,44.0,False
1787163900000,0.9057673601686566,3427,7,35.0,39.0,False
1787164200000,0.539599428805334,6156,10,38.0,39.0,False
1787164500000,0.23153664436724877,8622,9,43.0,38.0,False
1787164800000,0.6212911275596396,5599,10,42.0,38.0,False
1787165100000,1.0272744231089064,3466,10,37.0,38.0,False
1787165400000,1.0238248442529732,5331,10,28.0,37.0,False
1787165700000,0.9611211520817535,5729,10,31.0,37.0,False
1787166000000,0.6457751714331892,2843,10,30.0,37.0,False
1787166300000,0.8557600023852835,4661,10,24.0,37.0,False
1787166600000,0.7590809332849737,6592,10,25.0,37.0,False
1787166900000,0.7593698692941431,8796,10,28.0,37.0,False
1787167200000,0.774709989667044,3416,10,32.0,36.0,False
1787167500000,0.4803007423821975,5030,10,28.0,36.0,False
1787167800000,1.1418531372751841,5746,10,30.0,36.0,False
1787168100000,0.9757860460673238,7621,10,30.0,36.0,False
1787168400000,0.7530742004393224,6128,10,34.0,36.0,False
1787168700000,0.9190027805438143,6221,10,34.0,36.0,False
1787169000000,0.6081926120080434,235,1,20.0,35.0,False
1787169300000,0.0,147,2,36.0,35.0,False
1787169600000,0.9049901355610206,5424,8,34.0,35.0,False
1787169900000,0.9946729241534662,8400,10,22.0,35.0,False
1787170200000,0.9176908135703691,6318,10,20.0,34.0,False
1787170500000,0.5834072762841994,6540,10,23.0,34.0,False
1787170800000,0.44324885959187377,1835,9,24.0,34.0,False
1787172600000,0.5806809586071153,2583,8,22.0,34.0,False
1787172900000,0.3138855456561831,1426,6,19.0,34.0,False
1787173200000,0.5715875278415363,3264,6,14.0,34.0,False
1787173500000,0.0,8,1,13.0,34.0,False
1787175600000,0.42435275000708433,4263,8,20.0,39.0,False
1787175900000,0.22208241439906173,892,9,22.0,39.0,False
1787176200000,0.33737775532122377,1006,6,24.0,39.0,False
1787176500000,0.021851088263724172,376,6,28.0,39.0,False
1787176800000,0.5463522730720463,4178,10,20.0,39.0,False
1787177100000,0.41041222220139933,3262,7,17.0,39.0,False
1787177400000,0.5846272134472853,4562,10,18.0,39.0,False
1787177700000,0.6801538735273097,1109,3,16.0,40.0,False
1787178000000,0.5493793036348557,3898,10,16.0,38.0,False
1787178900000,0.2268816813197812,1089,5,18.0,38.0,False
1787179200000,0.5769632693483489,1588,4,25.0,37.0,False
1787179800000,0.5128399970938606,1167,4,24.0,36.0,False
1787180100000,0.49508664337162384,4895,8,16.0,36.0,False
1787180400000,0.2697961647400107,11701,10,15.0,36.0,False
1787180700000,0.05210565101832078,9859,10,23.0,36.0,False
1787181000000,0.04787224417348779,12390,10,21.0,36.0,False
1787181300000,0.08763609002932168,8456,10,41.0,36.0,False
1787197800000,0.45763680347406305,5071,10,19.0,16.0,False
1787198100000,0.5292682721258462,5654,9,20.0,16.0,False
1787198400000,0.3221556014280436,5379,10,18.0,16.0,False
1787198700000,0.16484065576454057,143,9,18.0,16.0,False
1787199000000,0.0,130,6,20.0,16.0,False
1787199300000,0.3376203984679431,572,3,22.0,16.0,False
1787202600000,0.11467550533614673,65,1,17.0,22.0,False
1787214600000,0.0,1,1,10.0,65.0,False
1787217300000,0.0,2,1,8.0,74.0,False
1787232000000,0.631742500451045,5348,8,60.0,68.0,False
1787232300000,0.13421542547485016,10280,10,74.0,67.0,False
1787232600000,0.689841571723351,7924,10,78.0,66.0,False
1787232900000,0.7434378813270945,8271,9,72.0,66.0,False
